Country,EV_sales_share,EV_stock_share,EV_stock_per_1000_people,Total_public_chargers_per_1000_EVs,Slow_chargers_per_100000_people,Fast_chargers_per_100000_people,GDP_per_capita_PPP,Electric_power_consumption,Low_carbon_electricity_share,Renewable_installed_capacity_share,Renewable_generation_share
France,0.6211220882311722,0.5683717797154015,0.6982300680946298,0.4867413127032533,0.7090524124633147,0.6487181106659918,0.4842542379662813,0.4409704082894068,0.5201791817832395,0.5591747281123445,0.523867537933326
Germany,0.5149228475984304,0.21107768202845698,0.312547589329248,0.6818069991628908,0.5463788188628935,0.38992752781002654,0.2552471901619685,0.36976918138722326,0.41097026093338485,0.5499488068699425,0.41920478458301025
Greece,0.5149228475984304,0.36253032209747305,0.6242721952508253,0.5465412511457524,0.6888480897274215,0.6553338434254465,0.28458179580463405,0.3769204224505751,0.6940806689279989,0.4444949983079859,0.25861114187617673
Hungary,0.8098299049231394,0.8391687032056713,0.9502688608241978,0.511808368762992,0.9083252710317665,0.9490746813549034,0.5276765538475802,1.0,1.0,1.0,0.9999999999999999
Iceland,0.16151600799074123,0.0955920623001554,0.015014081966842384,0.8542018294446525,0.17813668284143025,0.16048002194347905,0.0027191281286735175,0.0,0.1007934424228685,0.28707330181399826,0.11507365156717242
India,0.4043080957433586,0.11647770258645034,0.03287627819465513,0.4459611350988582,0.003976010227761645,0.0747446040409091,0.04519996746734953,0.05402916915813627,0.04969721220831652,0.0,0.08605604164359287
Indonesia,0.685801732234593,0.36253032209747305,0.7330564624942291,0.5465412511457524,0.7743825314292376,0.7556892359166001,0.9999999999999999,0.4491573978701857,0.3795985290396563,0.44000006256480095,0.41222726769298923
Ireland,0.6446185370031032,0.5440806450187039,0.6063114122074925,0.4393868909337339,0.5913879140988536,0.556887802926264,0.34532014098812824,0.4853237189003581,0.0,0.13412458287794402,0.00897109314431277
Israel,0.4215145740878883,0.2483187197775535,0.4578135909871257,0.6236326567473871,0.6274878469636566,0.4998758991087336,0.39943169246186494,0.3944244721945247,0.4219081066287306,0.42009819280401084,0.4446782589434046
Italy,0.21170846835190998,0.1833114582166132,0.3380856211979116,0.5002096063249093,0.41412231468392086,0.3618800138072806,0.3340715299586463,0.49711752756232475,0.2028353935881638,0.2563847712678704,0.1708937866873408
Japan,0.5149228475984304,0.36253032209747305,0.5887799622173187,0.0,0.25846980459916336,0.13628882446409,0.0,0.12143936860145343,0.11920946265071955,0.26660084983580623,0.1594861003433381
Jordan,0.45512506845739464,0.3702994451719763,0.49647737502448136,1.0,0.9495441069340098,0.7746735175830153,0.41592162049203707,0.6072888680653721,0.3026308782638426,0.08747055641710494,0.0
South Korea,0.5149228475984304,0.36253032209747305,0.9381932815819509,0.5465412511457524,0.9336235530971941,0.9435721554133043,0.25650169411220747,0.31121675760413536,0.6920867953383779,0.609926668176413,0.6856794772400043
Latvia,0.5149228475984304,0.36253032209747305,0.8534610410024768,0.5465412511457524,0.8680596021715139,0.8661071443181532,0.34373613908016676,0.352073434168529,0.8178889651638287,0.5624626063703496,0.8966662974858789
Lithuania,0.25880857447300276,0.09950252168170655,0.18267326662390732,0.39812857047406275,0.1259701193877974,0.24307034516678006,0.2245849796834141,0.3916418755948752,0.07611285839634138,0.1238035718525817,0.10997895669509361
Malaysia,0.8420311916172136,0.7052955163908387,0.7716881607979063,0.7553753493833633,1.0,0.6493387030229869,0.5567936104745207,0.4528878929555269,0.4623541792859669,0.5320479772017437,0.480008860338908
Mexico,0.49519022948482416,0.4063112623220294,0.5937662420772972,0.21688981573142335,0.26253279768735216,0.5183373859676939,0.36337714404710686,0.5131238394500008,0.8373490600219063,0.7523066298948431,0.8450548233469929
Netherlands,0.3515150231721465,0.1975252454629109,0.2688940349182538,0.571401080272929,0.3952585892450385,0.36460718888076876,0.3253616971442317,0.35100350834636096,0.20118452519275407,0.40016359679554925,0.2228375235352752
New Zealand,0.7519358118399053,0.4616756863806878,0.6028562054635521,0.501871370079207,0.6342041224933262,0.6103527413717347,0.29837201979383854,0.4025159060635759,0.8281951777866751,0.5654535329867658,0.8601173994905305
Norway,0.3793220586360588,0.36253032209747305,0.4965418932310702,0.5465412511457524,0.586347836657338,0.536151833747587,0.28291145394822503,0.21011359912224314,0.6195107016112369,0.6110676228077477,0.46926569941300256
Poland,0.21811210421591987,0.008085389905202894,0.03524920507432604,0.8111982536710964,0.1842046479743642,0.25474757526404956,0.29387509771621834,0.488247417044783,0.25673933565932583,0.05291123001369388,0.11008971093144312
Portugal,0.31595372687047724,0.36253032209747305,0.732125756278477,0.5465412511457524,0.773655125522973,0.7548335357693403,0.28122272288344263,0.3691177465879698,0.8353276903284369,0.21968330802075584,0.15704950714364824
Romania,0.4269931577615901,0.36253032209747305,0.9127377496065531,0.5465412511457524,0.9139490119715187,0.9203148231696991,0.35728229912619036,0.45553549490890655,0.7222805338142329,0.4218446228599685,0.37612138664303907
Russia,0.0,0.0,0.0,0.5642274440832085,0.0,0.015173089278225332,0.037230615467737135,0.27130178860029375,0.02154918385878929,0.04566944689609945,0.03854247424964005
Slovakia,0.49519022948482416,0.2813341819978175,0.44011321872651454,0.6048529727058412,0.5724021888673099,0.5604484235533318,0.3555600491663812,0.3975130067454673,0.7302124752723593,0.6080438942543869,0.5219847159153838
Slovenia,0.8878153188867502,0.7502034400315125,0.8007876649743372,0.541668818683771,0.8463609043914673,0.7087614545747529,0.4881292752725115,0.6272530201337916,0.9859822774268707,0.6991391104351234,0.6721674604053605
South Africa,0.7127222099301994,0.5978982798783156,0.7014699572848783,0.5085349404173423,0.7311317127283273,0.6576792816089185,0.6644229687554793,0.48197984895925305,0.9779422658390611,0.3409051308398813,0.6770406468047402
Spain,0.5331923983943319,0.21107768202845698,0.2632260919296579,0.5193439139008,0.2650967109746833,0.428037409406985,0.11158300590700493,0.24692002894399723,0.012003696775751166,0.092603614123721,0.08738509247978735
Sweden,0.49519022948482416,0.2364262583571436,0.21554759020924305,0.5273456665917957,0.27394476146793023,0.33731186413197284,0.24319624285159339,0.3085761224964574,0.36903275087613374,0.4392856557391499,0.43066459056764816
Switzerland,0.4737396523669407,0.36253032209747305,0.5675928402495518,0.38635461110172326,0.5236148850461101,0.46953976821734106,0.6023606046173985,0.6403057022087157,0.32558340757474735,0.24941538849202835,0.1621442020157271
Thailand,0.7127222099301994,0.5644613203338504,0.6659515140503969,0.4425315793373534,0.6587641796172279,0.5466566793473595,0.3935529576790474,0.3402625275793363,0.5931472864187926,0.42760952491082393,0.4744711485214309
Turkey,0.32431134484866164,0.16373187930978755,0.10977143346686133,0.9526989383075706,0.49125965636632385,0.4275112891309633,0.00849137955700087,0.14905392705235831,0.024885134156043043,0.10410392828414491,0.017609923579576914
United States,0.5951479691620356,0.4832651802341949,0.1294522955422102,0.5047357713899099,0.13006450542911963,0.2543774354024988,0.04469574431951026,0.21013682046788373,0.3303724167439439,0.48195064163223145,0.4014841067670838
United Kingdom,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,
Vietnam,,,,,,,,,,,
